state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/6/1990,Degrees Fahrenheit,None,24,100,35.541667,45,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/16/1990,Degrees Fahrenheit,None,24,100,28.041667,31,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/28/1990,Degrees Fahrenheit,None,24,100,31.166667,40,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,2/8/1990,Degrees Fahrenheit,None,24,100,30.041667,41,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,3/17/1990,Degrees Fahrenheit,None,24,100,33.25,40,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,4/3/1990,Degrees Fahrenheit,None,24,100,48.208333,58,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,4/7/1990,Degrees Fahrenheit,None,24,100,38.333333,49,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,4/14/1990,Degrees Fahrenheit,None,24,100,41.75,46,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,4/24/1990,Degrees Fahrenheit,None,24,100,59.458333,71,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,5/22/1990,Degrees Fahrenheit,None,24,100,63.791667,72,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,6/10/1990,Degrees Fahrenheit,None,24,100,74.375,86,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,6/11/1990,Degrees Fahrenheit,None,24,100,65.375,73,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,8/30/1990,Degrees Fahrenheit,None,24,100,76.083333,92,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,9/17/1990,Degrees Fahrenheit,None,24,100,57.666667,64,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,9/19/1990,Degrees Fahrenheit,None,24,100,57.875,70,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,9/27/1990,Degrees Fahrenheit,None,24,100,53.583333,61,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,10/5/1990,Degrees Fahrenheit,None,24,100,57.208333,78,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,10/8/1990,Degrees Fahrenheit,None,24,100,39.291667,49,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,10/29/1990,Degrees Fahrenheit,None,24,100,48.416667,57,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,11/14/1990,Degrees Fahrenheit,None,24,100,46.958333,58,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,11/26/1990,Degrees Fahrenheit,None,24,100,12.458333,17,12,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/8/1990,Degrees Fahrenheit,None,24,100,35.708333,41,13,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/12/1990,Degrees Fahrenheit,None,24,100,20.125,30,13,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
38,057,0102,62101,1,47.325,-101.765833,NAD27,Outdoor Temperature,1 HOUR,,1/14/1990,Degrees Fahrenheit,None,24,100,31,36,13,,41,INSTRUMENTAL - ELEC. OR MACH. AVG. LEVEL 1,609 60TH AVE. SW,DGC #12,North Dakota,Mercer,Not in a city,,6/11/2013
